"Time results were received","MD5 hash of participants IP address","Controller name","Item number","Element number","Type","Group","PennElementType","PennElementName","Parameter","Value","EventTime","Instruction","Comments"
1550707272,118,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706327276,"professor","NULL"
1550707272,118,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706371005,"professor","NULL"
1550707749,119,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706909552,"intuitive_school","NULL"
1550707749,119,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706910872,"intuitive_school","NULL"
1550706356,120,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705660126,"tutor","NULL"
1550706356,120,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705679443,"tutor","NULL"
1550708792,121,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550704831753,"tutor","NULL"
1550708792,121,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550704858373,"tutor","NULL"
1550706525,122,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705700628,"professor","NULL"
1550706525,122,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705704433,"professor","NULL"
1550707765,123,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707074254,"tutor","NULL"
1550707765,123,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707090149,"tutor","NULL"
1550705907,124,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705645793,"tutor","NULL"
1550705907,124,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705648612,"tutor","NULL"
1550705935,125,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705533250,"intuitive_school","NULL"
1550705935,125,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705553313,"intuitive_school","NULL"
1550707092,126,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705722258,"intuitive_plain","NULL"
1550707092,126,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705753804,"intuitive_plain","NULL"
1550706023,127,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550612003268,"tutor","NULL"
1550706023,127,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550612005795,"tutor","NULL"
1550705906,128,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705751225,"intuitive_school","NULL"
1550705906,128,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705753182,"intuitive_school","NULL"
1550706215,129,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705493645,"intuitive_school","NULL"
1550706215,129,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705508220,"intuitive_school","NULL"
1550709930,130,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707564205,"intuitive_school","NULL"
1550709930,130,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707577826,"intuitive_school","NULL"
1550706610,131,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706354856,"intuitive_school","NULL"
1550706610,131,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706358345,"intuitive_school","NULL"
1550707359,132,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706818682,"tutor","NULL"
1550707359,132,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706829060,"tutor","NULL"
1550706665,133,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706115090,"professor","NULL"
1550706665,133,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706150230,"professor","NULL"
1550706224,134,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705687505,"intuitive_plain","NULL"
1550706224,134,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705713561,"intuitive_plain","NULL"
1550705703,135,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705503833,"intuitive_school","NULL"
1550705703,135,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705511443,"intuitive_school","NULL"
1550706958,136,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706211096,"tutor","NULL"
1550706958,136,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706220315,"tutor","NULL"
1550706549,137,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705897666,"professor","NULL"
1550706549,137,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705932903,"professor","NULL"
1550705841,138,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705500312,"intuitive_school","NULL"
1550705841,138,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705506962,"intuitive_school","NULL"
1550708233,139,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706197785,"professor","NULL"
1550708233,139,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706226097,"professor","NULL"
1550705977,140,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705492540,"intuitive_school","NULL"
1550705977,140,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705523455,"intuitive_school","NULL"
1550706803,141,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705943799,"intuitive_school","NULL"
1550706803,141,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705996414,"intuitive_school","NULL"
1550709546,142,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550709045097,"intuitive_plain","NULL"
1550709546,142,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550709100054,"intuitive_plain","NULL"
1550707060,143,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705506061,"intuitive_plain","NULL"
1550707060,143,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705562645,"intuitive_plain","NULL"
1550706165,144,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705973946,"professor","NULL"
1550706165,144,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705975792,"professor","NULL"
1550707028,145,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706464934,"tutor","NULL"
1550707028,145,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706483206,"tutor","NULL"
1550706298,146,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706041440,"professor","NULL"
1550706298,146,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706044231,"professor","NULL"
1550706721,147,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706054357,"intuitive_plain","NULL"
1550706721,147,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706074201,"intuitive_plain","NULL"
1550706338,148,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705712974,"tutor","NULL"
1550706338,148,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706027795,"tutor","NULL"
1550706848,149,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705856327,"intuitive_school","NULL"
1550706848,149,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705874164,"intuitive_school","NULL"
1550706450,150,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705602269,"tutor","NULL"
1550706450,150,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705624923,"tutor","NULL"
1550706099,151,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705465402,"intuitive_plain","NULL"
1550706099,151,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705482048,"intuitive_plain","NULL"
1550709668,152,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708631091,"tutor","NULL"
1550709668,152,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550708664904,"tutor","NULL"
1550706670,153,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705964690,"intuitive_school","NULL"
1550706670,153,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706005639,"intuitive_school","NULL"
1550706514,154,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705673687,"professor","NULL"
1550706514,154,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705681809,"professor","NULL"
1550705965,155,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705505589,"intuitive_school","NULL"
1550705965,155,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705510653,"intuitive_school","NULL"
1550722068,156,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550720750734,"professor","NULL"
1550722068,156,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550720863674,"professor","NULL"
1550707548,157,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707182141,"intuitive_school","NULL"
1550707548,157,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707194779,"intuitive_school","NULL"
1550707040,158,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706040478,"tutor","NULL"
1550707040,158,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706111330,"tutor","NULL"
1550709042,159,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708129162,"intuitive_plain","NULL"
1550709042,159,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550708166780,"intuitive_plain","NULL"
1550706679,160,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705869774,"professor","NULL"
1550706679,160,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705873332,"professor","NULL"
1550708414,161,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550707009329,"tutor","NULL"
1550708414,161,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550707037193,"tutor","NULL"
1550706359,162,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705390905,"intuitive_plain","NULL"
1550706359,162,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705817241,"intuitive_plain","NULL"
1550706641,163,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706041763,"professor","NULL"
1550706641,163,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706071344,"professor","NULL"
1550706127,164,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705686973,"tutor","NULL"
1550706127,164,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705692713,"tutor","NULL"
1550707209,165,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706325227,"professor","NULL"
1550707209,165,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706382377,"professor","NULL"
1550706716,166,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705622875,"intuitive_plain","NULL"
1550706716,166,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705636919,"intuitive_plain","NULL"
1550706806,167,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705978784,"tutor","NULL"
1550706806,167,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706010066,"tutor","NULL"
1550707112,168,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706397638,"tutor","NULL"
1550707112,168,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706435679,"tutor","NULL"
1550707387,169,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706344023,"professor","NULL"
1550707387,169,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706387692,"professor","NULL"
1550708016,170,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705521043,"intuitive_school","NULL"
1550708016,170,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705560082,"intuitive_school","NULL"
1550708271,171,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706093669,"intuitive_plain","NULL"
1550708271,171,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706114853,"intuitive_plain","NULL"
1550711682,172,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550711351670,"intuitive_school","NULL"
1550711682,172,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550711371597,"intuitive_school","NULL"
1550706681,173,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705995629,"intuitive_plain","NULL"
1550706681,173,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706355205,"intuitive_plain","NULL"
1550707707,174,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706729251,"tutor","NULL"
1550707707,174,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706743584,"tutor","NULL"
1550709183,175,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550708810465,"professor","NULL"
1550709183,175,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550708915302,"professor","NULL"
1550706598,176,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705725083,"professor","NULL"
1550706598,176,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705758962,"professor","NULL"
1550710346,177,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550719754494,"intuitive_school","NULL"
1550710346,177,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550720466904,"intuitive_school","NULL"
1550706322,178,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705560840,"intuitive_school","NULL"
1550706322,178,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705600582,"intuitive_school","NULL"
1550706706,179,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706579947,"tutor","NULL"
1550706706,179,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706581889,"tutor","NULL"
1550707070,180,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706525837,"intuitive_school","NULL"
1550707070,180,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706526794,"intuitive_school","NULL"
1550706841,181,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550706242178,"professor","NULL"
1550706841,181,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550706281717,"professor","NULL"
1550706113,182,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","Start",1550705525277,"intuitive_school","NULL"
1550706113,182,"PennController",1,0,"Instruction","NULL","PennController",6,"_Trial_","End",1550705527291,"intuitive_school","NULL"
